agrovet_name,region,specialty,phone,email,statement,image_path
AgroMart (Mutiso),Garissa,seed distribution,+254113578134,agromartmu_garissa@outlook.com,"AgroMart (Mutiso), located in Garissa County, specializes in seed distribution. Contact: +254113578134, Email: agromartmu_garissa@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\AgroMart_(Mutiso)_6531.jpg
RuralSolutions (Wanjiku),Kitui,crop protection chemicals,+25472607600,ruralsolut_kitui@farmershub.co.ke,"RuralSolutions (Wanjiku), located in Kitui County, specializes in crop protection chemicals. Contact: +25472607600, Email: ruralsolut_kitui@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitui\RuralSolutions_(Wanjiku)_6532.jpg
LivestockShop (Njoroge),Nakuru,farm machinery,+25470238469,livestocks_nakuru@gmail.com,"LivestockShop (Njoroge), located in Nakuru County, specializes in farm machinery. Contact: +25470238469, Email: livestocks_nakuru@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\LivestockShop_(Njoroge)_6533.jpg
FarmAgency (Kilonzo),Mombasa,farm machinery,+25473707249,farmagency_mombasa@farmershub.co.ke,"FarmAgency (Kilonzo), located in Mombasa County, specializes in farm machinery. Contact: +25473707249, Email: farmagency_mombasa@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\FarmAgency_(Kilonzo)_6534.jpg
PrimeSuppliers (Kilonzo),Kakamega,livestock feeds,+254115600685,primesuppl_kakamega@yahoo.com,"PrimeSuppliers (Kilonzo), located in Kakamega County, specializes in livestock feeds. Contact: +254115600685, Email: primesuppl_kakamega@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kakamega\PrimeSuppliers_(Kilonzo)_6535.jpg
HarvestDistributors (Njeri),Machakos,beekeeping tools,+254116610866,harvestdis_machakos@yahoo.com,"HarvestDistributors (Njeri), located in Machakos County, specializes in beekeeping tools. Contact: +254116610866, Email: harvestdis_machakos@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\HarvestDistributors_(Njeri)_6536.jpg
GreenHub (Mwangi),Eldoret,veterinary medicine,+25470795208,greenhubmw_eldoret@gmail.com,"GreenHub (Mwangi), located in Eldoret County, specializes in veterinary medicine. Contact: +25470795208, Email: greenhubmw_eldoret@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\GreenHub_(Mwangi)_6537.jpg
AgriSolutions (Kiptoo),Garissa,fertilizers,+25474791393,agrisoluti_garissa@outlook.com,"AgriSolutions (Kiptoo), located in Garissa County, specializes in fertilizers. Contact: +25474791393, Email: agrisoluti_garissa@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\AgriSolutions_(Kiptoo)_6538.jpg
EcoFarmers Ltd (Wanjiku),Isiolo,livestock feeds,+254114223844,ecofarmers_isiolo@yahoo.com,"EcoFarmers Ltd (Wanjiku), located in Isiolo County, specializes in livestock feeds. Contact: +254114223844, Email: ecofarmers_isiolo@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Isiolo\EcoFarmers_Ltd_(Wanjiku)_6539.jpg
LivestockDepot (Kilonzo),Nairobi,livestock feeds,+25472817153,livestockd_nairobi@yahoo.com,"LivestockDepot (Kilonzo), located in Nairobi County, specializes in livestock feeds. Contact: +25472817153, Email: livestockd_nairobi@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nairobi\LivestockDepot_(Kilonzo)_6540.jpg
HarvestAgency (Ochieng),Kisumu,poultry inputs,+25474589899,harvestage_kisumu@gmail.com,"HarvestAgency (Ochieng), located in Kisumu County, specializes in poultry inputs. Contact: +25474589899, Email: harvestage_kisumu@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\HarvestAgency_(Ochieng)_6541.jpg
PrimeWorld (Otieno),Mombasa,beekeeping tools,+25416548878,primeworld_mombasa@outlook.com,"PrimeWorld (Otieno), located in Mombasa County, specializes in beekeeping tools. Contact: +25416548878, Email: primeworld_mombasa@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\PrimeWorld_(Otieno)_6542.jpg
LivestockSolutions (Wanjiku),Kitale,animal health care,+25473925337,livestocks_kitale@outlook.com,"LivestockSolutions (Wanjiku), located in Kitale County, specializes in animal health care. Contact: +25473925337, Email: livestocks_kitale@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\LivestockSolutions_(Wanjiku)_6543.jpg
ProDistributors (Njoroge),Homa Bay,crop protection chemicals,+254112946763,prodistrib_homabay@agrovet.co.ke,"ProDistributors (Njoroge), located in Homa Bay County, specializes in crop protection chemicals. Contact: +254112946763, Email: prodistrib_homabay@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\ProDistributors_(Njoroge)_6544.jpg
PrimeAgency (Ochieng),Naivasha,crop protection chemicals,+254118704870,primeagenc_naivasha@gmail.com,"PrimeAgency (Ochieng), located in Naivasha County, specializes in crop protection chemicals. Contact: +254118704870, Email: primeagenc_naivasha@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\PrimeAgency_(Ochieng)_6545.jpg
ProAgrovet (Koech),Uasin Gishu,farm machinery,+25470241917,proagrovet_uasingishu@farmershub.co.ke,"ProAgrovet (Koech), located in Uasin Gishu County, specializes in farm machinery. Contact: +25470241917, Email: proagrovet_uasingishu@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\ProAgrovet_(Koech)_6546.jpg
GreenSolutions (Okello),Naivasha,vaccines,+254111480116,greensolut_naivasha@agrovet.co.ke,"GreenSolutions (Okello), located in Naivasha County, specializes in vaccines. Contact: +254111480116, Email: greensolut_naivasha@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\GreenSolutions_(Okello)_6547.jpg
AgriSuppliers (Omondi),Kajiado,beekeeping tools,+25416815679,agrisuppli_kajiado@outlook.com,"AgriSuppliers (Omondi), located in Kajiado County, specializes in beekeeping tools. Contact: +25416815679, Email: agrisuppli_kajiado@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kajiado\AgriSuppliers_(Omondi)_6548.jpg
AgriCenter (Barasa),Migori,beekeeping tools,+25412889523,agricenter_migori@agrovet.co.ke,"AgriCenter (Barasa), located in Migori County, specializes in beekeeping tools. Contact: +25412889523, Email: agricenter_migori@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Migori\AgriCenter_(Barasa)_6549.jpg
BioFarmers Ltd (Wanjiku),Uasin Gishu,veterinary medicine,+25412126168,biofarmers_uasingishu@yahoo.com,"BioFarmers Ltd (Wanjiku), located in Uasin Gishu County, specializes in veterinary medicine. Contact: +25412126168, Email: biofarmers_uasingishu@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\BioFarmers_Ltd_(Wanjiku)_6550.jpg
ProSolutions (Wanjiku),Kajiado,fish farming supplies,+254112173841,prosolutio_kajiado@yahoo.com,"ProSolutions (Wanjiku), located in Kajiado County, specializes in fish farming supplies. Contact: +254112173841, Email: prosolutio_kajiado@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kajiado\ProSolutions_(Wanjiku)_6551.jpg
BioHub (Barasa),Busia,farm machinery,+25479931230,biohubbara_busia@gmail.com,"BioHub (Barasa), located in Busia County, specializes in farm machinery. Contact: +25479931230, Email: biohubbara_busia@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Busia\BioHub_(Barasa)_6552.jpg
LivestockSuppliers (Moraa),Nyeri,poultry inputs,+25472288753,livestocks_nyeri@farmershub.co.ke,"LivestockSuppliers (Moraa), located in Nyeri County, specializes in poultry inputs. Contact: +25472288753, Email: livestocks_nyeri@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\LivestockSuppliers_(Moraa)_6553.jpg
AnimalSolutions (Njeri),Nyeri,vaccines,+25411526503,animalsolu_nyeri@outlook.com,"AnimalSolutions (Njeri), located in Nyeri County, specializes in vaccines. Contact: +25411526503, Email: animalsolu_nyeri@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\AnimalSolutions_(Njeri)_6554.jpg
AnimalWorld (Achieng),Kitui,beekeeping tools,+254110212410,animalworl_kitui@farmershub.co.ke,"AnimalWorld (Achieng), located in Kitui County, specializes in beekeeping tools. Contact: +254110212410, Email: animalworl_kitui@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitui\AnimalWorld_(Achieng)_6555.jpg
AgroAgrovet (Njoroge),Nyeri,fertilizers,+254116277857,agroagrove_nyeri@gmail.com,"AgroAgrovet (Njoroge), located in Nyeri County, specializes in fertilizers. Contact: +254116277857, Email: agroagrove_nyeri@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\AgroAgrovet_(Njoroge)_6556.jpg
CropFarmers Ltd (Achieng),Garissa,dairy equipment,+25474684447,cropfarmer_garissa@gmail.com,"CropFarmers Ltd (Achieng), located in Garissa County, specializes in dairy equipment. Contact: +25474684447, Email: cropfarmer_garissa@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\CropFarmers_Ltd_(Achieng)_6557.jpg
AnimalWorld (Njeri),Kisumu,fertilizers,+25418792310,animalworl_kisumu@yahoo.com,"AnimalWorld (Njeri), located in Kisumu County, specializes in fertilizers. Contact: +25418792310, Email: animalworl_kisumu@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\AnimalWorld_(Njeri)_6558.jpg
ProSolutions (Omondi),Uasin Gishu,seed distribution,+25419663910,prosolutio_uasingishu@outlook.com,"ProSolutions (Omondi), located in Uasin Gishu County, specializes in seed distribution. Contact: +25419663910, Email: prosolutio_uasingishu@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\ProSolutions_(Omondi)_6559.jpg
PrimeSuppliers (Mwangi),Migori,farm machinery,+25417533036,primesuppl_migori@agrovet.co.ke,"PrimeSuppliers (Mwangi), located in Migori County, specializes in farm machinery. Contact: +25417533036, Email: primesuppl_migori@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Migori\PrimeSuppliers_(Mwangi)_6560.jpg
EcoHub (Kimani),Uasin Gishu,veterinary medicine,+25474902947,ecohubkima_uasingishu@gmail.com,"EcoHub (Kimani), located in Uasin Gishu County, specializes in veterinary medicine. Contact: +25474902947, Email: ecohubkima_uasingishu@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\EcoHub_(Kimani)_6561.jpg
AnimalServices (Ochieng),Busia,beekeeping tools,+25415498210,animalserv_busia@yahoo.com,"AnimalServices (Ochieng), located in Busia County, specializes in beekeeping tools. Contact: +25415498210, Email: animalserv_busia@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Busia\AnimalServices_(Ochieng)_6562.jpg
BioFarmers Ltd (Mwangi),Siaya,vaccines,+25411569229,biofarmers_siaya@farmershub.co.ke,"BioFarmers Ltd (Mwangi), located in Siaya County, specializes in vaccines. Contact: +25411569229, Email: biofarmers_siaya@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Siaya\BioFarmers_Ltd_(Mwangi)_6563.jpg
HarvestServices (Barasa),Kajiado,dairy equipment,+254115703444,harvestser_kajiado@agrovet.co.ke,"HarvestServices (Barasa), located in Kajiado County, specializes in dairy equipment. Contact: +254115703444, Email: harvestser_kajiado@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kajiado\HarvestServices_(Barasa)_6564.jpg
LivestockAgrovet (Omondi),Kitui,dairy equipment,+25478276005,livestocka_kitui@gmail.com,"LivestockAgrovet (Omondi), located in Kitui County, specializes in dairy equipment. Contact: +25478276005, Email: livestocka_kitui@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitui\LivestockAgrovet_(Omondi)_6565.jpg
CropShop (Koech),Meru,seed distribution,+254113923988,cropshopko_meru@agrovet.co.ke,"CropShop (Koech), located in Meru County, specializes in seed distribution. Contact: +254113923988, Email: cropshopko_meru@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Meru\CropShop_(Koech)_6566.jpg
GreenAgency (Ochieng),Isiolo,fish farming supplies,+254118335757,greenagenc_isiolo@yahoo.com,"GreenAgency (Ochieng), located in Isiolo County, specializes in fish farming supplies. Contact: +254118335757, Email: greenagenc_isiolo@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Isiolo\GreenAgency_(Ochieng)_6567.jpg
RuralAgency (Mutiso),Eldoret,vaccines,+254116688762,ruralagenc_eldoret@gmail.com,"RuralAgency (Mutiso), located in Eldoret County, specializes in vaccines. Contact: +254116688762, Email: ruralagenc_eldoret@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\RuralAgency_(Mutiso)_6568.jpg
PrimeAgrovet (Cheruiyot),Eldoret,seed distribution,+25417437249,primeagrov_eldoret@outlook.com,"PrimeAgrovet (Cheruiyot), located in Eldoret County, specializes in seed distribution. Contact: +25417437249, Email: primeagrov_eldoret@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\PrimeAgrovet_(Cheruiyot)_6569.jpg
VetDistributors (Mwangi),Kajiado,fertilizers,+25477040479,vetdistrib_kajiado@yahoo.com,"VetDistributors (Mwangi), located in Kajiado County, specializes in fertilizers. Contact: +25477040479, Email: vetdistrib_kajiado@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kajiado\VetDistributors_(Mwangi)_6570.jpg
BioSolutions (Chebet),Homa Bay,fish farming supplies,+25472177260,biosolutio_homabay@outlook.com,"BioSolutions (Chebet), located in Homa Bay County, specializes in fish farming supplies. Contact: +25472177260, Email: biosolutio_homabay@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\BioSolutions_(Chebet)_6571.jpg
DairyMart (Kiptoo),Eldoret,farm machinery,+254115451403,dairymartk_eldoret@outlook.com,"DairyMart (Kiptoo), located in Eldoret County, specializes in farm machinery. Contact: +254115451403, Email: dairymartk_eldoret@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\DairyMart_(Kiptoo)_6572.jpg
DairySolutions (Achieng),Naivasha,animal health care,+25472062157,dairysolut_naivasha@yahoo.com,"DairySolutions (Achieng), located in Naivasha County, specializes in animal health care. Contact: +25472062157, Email: dairysolut_naivasha@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\DairySolutions_(Achieng)_6573.jpg
VetMart (Koech),Nakuru,poultry inputs,+25478697010,vetmartkoe_nakuru@agrovet.co.ke,"VetMart (Koech), located in Nakuru County, specializes in poultry inputs. Contact: +25478697010, Email: vetmartkoe_nakuru@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\VetMart_(Koech)_6574.jpg
VetStores (Maina),Siaya,fertilizers,+254113214976,vetstoresm_siaya@yahoo.com,"VetStores (Maina), located in Siaya County, specializes in fertilizers. Contact: +254113214976, Email: vetstoresm_siaya@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Siaya\VetStores_(Maina)_6575.jpg
GreenServices (Chebet),Kajiado,poultry inputs,+25477106551,greenservi_kajiado@outlook.com,"GreenServices (Chebet), located in Kajiado County, specializes in poultry inputs. Contact: +25477106551, Email: greenservi_kajiado@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kajiado\GreenServices_(Chebet)_6576.jpg
VetAgency (Kimani),Migori,crop protection chemicals,+25473081015,vetagencyk_migori@agrovet.co.ke,"VetAgency (Kimani), located in Migori County, specializes in crop protection chemicals. Contact: +25473081015, Email: vetagencyk_migori@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Migori\VetAgency_(Kimani)_6577.jpg
EcoSolutions (Kilonzo),Kitale,dairy equipment,+25471564225,ecosolutio_kitale@yahoo.com,"EcoSolutions (Kilonzo), located in Kitale County, specializes in dairy equipment. Contact: +25471564225, Email: ecosolutio_kitale@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\EcoSolutions_(Kilonzo)_6578.jpg
DairyFarmers Ltd (Kilonzo),Eldoret,livestock feeds,+25479949759,dairyfarme_eldoret@yahoo.com,"DairyFarmers Ltd (Kilonzo), located in Eldoret County, specializes in livestock feeds. Contact: +25479949759, Email: dairyfarme_eldoret@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\DairyFarmers_Ltd_(Kilonzo)_6579.jpg
LivestockEnterprises (Chebet),Busia,seed distribution,+25477190901,livestocke_busia@gmail.com,"LivestockEnterprises (Chebet), located in Busia County, specializes in seed distribution. Contact: +25477190901, Email: livestocke_busia@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Busia\LivestockEnterprises_(Chebet)_6580.jpg
PrimeCenter (Ochieng),Machakos,farm machinery,+25476698598,primecente_machakos@farmershub.co.ke,"PrimeCenter (Ochieng), located in Machakos County, specializes in farm machinery. Contact: +25476698598, Email: primecente_machakos@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\PrimeCenter_(Ochieng)_6581.jpg
HarvestCenter (Otieno),Meru,fish farming supplies,+25414121515,harvestcen_meru@yahoo.com,"HarvestCenter (Otieno), located in Meru County, specializes in fish farming supplies. Contact: +25414121515, Email: harvestcen_meru@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Meru\HarvestCenter_(Otieno)_6582.jpg
DairyServices (Cheruiyot),Garissa,fertilizers,+25471484127,dairyservi_garissa@yahoo.com,"DairyServices (Cheruiyot), located in Garissa County, specializes in fertilizers. Contact: +25471484127, Email: dairyservi_garissa@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\DairyServices_(Cheruiyot)_6583.jpg
AgroEnterprises (Kimani),Nairobi,animal health care,+25471664985,agroenterp_nairobi@yahoo.com,"AgroEnterprises (Kimani), located in Nairobi County, specializes in animal health care. Contact: +25471664985, Email: agroenterp_nairobi@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nairobi\AgroEnterprises_(Kimani)_6584.jpg
GreenSolutions (Kamau),Homa Bay,fish farming supplies,+254119599118,greensolut_homabay@farmershub.co.ke,"GreenSolutions (Kamau), located in Homa Bay County, specializes in fish farming supplies. Contact: +254119599118, Email: greensolut_homabay@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\GreenSolutions_(Kamau)_6585.jpg
GreenShop (Kimani),Homa Bay,fish farming supplies,+254111992717,greenshopk_homabay@gmail.com,"GreenShop (Kimani), located in Homa Bay County, specializes in fish farming supplies. Contact: +254111992717, Email: greenshopk_homabay@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\GreenShop_(Kimani)_6586.jpg
CropCenter (Njoroge),Kitale,beekeeping tools,+25418215230,cropcenter_kitale@outlook.com,"CropCenter (Njoroge), located in Kitale County, specializes in beekeeping tools. Contact: +25418215230, Email: cropcenter_kitale@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\CropCenter_(Njoroge)_6587.jpg
EcoAgency (Kamau),Nakuru,beekeeping tools,+254117898783,ecoagencyk_nakuru@gmail.com,"EcoAgency (Kamau), located in Nakuru County, specializes in beekeeping tools. Contact: +254117898783, Email: ecoagencyk_nakuru@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\EcoAgency_(Kamau)_6588.jpg
BioStores (Omondi),Kajiado,veterinary medicine,+25412974910,biostoreso_kajiado@gmail.com,"BioStores (Omondi), located in Kajiado County, specializes in veterinary medicine. Contact: +25412974910, Email: biostoreso_kajiado@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kajiado\BioStores_(Omondi)_6589.jpg
BioSuppliers (Maina),Homa Bay,livestock feeds,+25417014549,biosupplie_homabay@gmail.com,"BioSuppliers (Maina), located in Homa Bay County, specializes in livestock feeds. Contact: +25417014549, Email: biosupplie_homabay@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\BioSuppliers_(Maina)_6590.jpg
BioShop (Njoroge),Nairobi,animal health care,+25472394668,bioshopnjo_nairobi@gmail.com,"BioShop (Njoroge), located in Nairobi County, specializes in animal health care. Contact: +25472394668, Email: bioshopnjo_nairobi@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nairobi\BioShop_(Njoroge)_6591.jpg
DairyShop (Kamau),Kitale,veterinary medicine,+25413562290,dairyshopk_kitale@farmershub.co.ke,"DairyShop (Kamau), located in Kitale County, specializes in veterinary medicine. Contact: +25413562290, Email: dairyshopk_kitale@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\DairyShop_(Kamau)_6592.jpg
RuralFarmers Ltd (Chebet),Kisumu,fish farming supplies,+25475166753,ruralfarme_kisumu@agrovet.co.ke,"RuralFarmers Ltd (Chebet), located in Kisumu County, specializes in fish farming supplies. Contact: +25475166753, Email: ruralfarme_kisumu@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\RuralFarmers_Ltd_(Chebet)_6593.jpg
ProDepot (Omondi),Nakuru,seed distribution,+25412619865,prodepotom_nakuru@gmail.com,"ProDepot (Omondi), located in Nakuru County, specializes in seed distribution. Contact: +25412619865, Email: prodepotom_nakuru@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\ProDepot_(Omondi)_6594.jpg
CropHub (Njeri),Isiolo,beekeeping tools,+25479998265,crophubnje_isiolo@agrovet.co.ke,"CropHub (Njeri), located in Isiolo County, specializes in beekeeping tools. Contact: +25479998265, Email: crophubnje_isiolo@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Isiolo\CropHub_(Njeri)_6595.jpg
AnimalWorld (Mutiso),Migori,vaccines,+254113905413,animalworl_migori@agrovet.co.ke,"AnimalWorld (Mutiso), located in Migori County, specializes in vaccines. Contact: +254113905413, Email: animalworl_migori@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Migori\AnimalWorld_(Mutiso)_6596.jpg
CropSolutions (Otieno),Kajiado,fertilizers,+25472306195,cropsoluti_kajiado@agrovet.co.ke,"CropSolutions (Otieno), located in Kajiado County, specializes in fertilizers. Contact: +25472306195, Email: cropsoluti_kajiado@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kajiado\CropSolutions_(Otieno)_6597.jpg
FarmAgency (Otieno),Nairobi,fertilizers,+25417369828,farmagency_nairobi@yahoo.com,"FarmAgency (Otieno), located in Nairobi County, specializes in fertilizers. Contact: +25417369828, Email: farmagency_nairobi@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nairobi\FarmAgency_(Otieno)_6598.jpg
BioHub (Koech),Nyeri,dairy equipment,+254114458332,biohubkoec_nyeri@yahoo.com,"BioHub (Koech), located in Nyeri County, specializes in dairy equipment. Contact: +254114458332, Email: biohubkoec_nyeri@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\BioHub_(Koech)_6599.jpg
FarmCenter (Ochieng),Nairobi,animal health care,+254113825992,farmcenter_nairobi@yahoo.com,"FarmCenter (Ochieng), located in Nairobi County, specializes in animal health care. Contact: +254113825992, Email: farmcenter_nairobi@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nairobi\FarmCenter_(Ochieng)_6600.jpg
DairyDistributors (Cheruiyot),Naivasha,veterinary medicine,+25417299546,dairydistr_naivasha@outlook.com,"DairyDistributors (Cheruiyot), located in Naivasha County, specializes in veterinary medicine. Contact: +25417299546, Email: dairydistr_naivasha@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\DairyDistributors_(Cheruiyot)_6601.jpg
HarvestHub (Omondi),Machakos,livestock feeds,+25412370675,harvesthub_machakos@gmail.com,"HarvestHub (Omondi), located in Machakos County, specializes in livestock feeds. Contact: +25412370675, Email: harvesthub_machakos@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\HarvestHub_(Omondi)_6602.jpg
FarmCenter (Maina),Kitale,farm machinery,+254117030984,farmcenter_kitale@agrovet.co.ke,"FarmCenter (Maina), located in Kitale County, specializes in farm machinery. Contact: +254117030984, Email: farmcenter_kitale@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\FarmCenter_(Maina)_6603.jpg
AnimalDepot (Moraa),Naivasha,livestock feeds,+25472632416,animaldepo_naivasha@outlook.com,"AnimalDepot (Moraa), located in Naivasha County, specializes in livestock feeds. Contact: +25472632416, Email: animaldepo_naivasha@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\AnimalDepot_(Moraa)_6604.jpg
PrimeAgrovet (Ochieng),Nakuru,farm machinery,+25479655714,primeagrov_nakuru@outlook.com,"PrimeAgrovet (Ochieng), located in Nakuru County, specializes in farm machinery. Contact: +25479655714, Email: primeagrov_nakuru@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\PrimeAgrovet_(Ochieng)_6605.jpg
DairyWorld (Otieno),Kitui,beekeeping tools,+25414923524,dairyworld_kitui@yahoo.com,"DairyWorld (Otieno), located in Kitui County, specializes in beekeeping tools. Contact: +25414923524, Email: dairyworld_kitui@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitui\DairyWorld_(Otieno)_6606.jpg
ProCenter (Njoroge),Machakos,crop protection chemicals,+25413039555,procentern_machakos@gmail.com,"ProCenter (Njoroge), located in Machakos County, specializes in crop protection chemicals. Contact: +25413039555, Email: procentern_machakos@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\ProCenter_(Njoroge)_6607.jpg
