agrovet_name,region,specialty,phone,email,statement,image_path,region_encoded,specialty_encoded,phone_numeric,phone_scaled
CropStores (Njoroge),Meru,seed distribution,25413852579,cropstores_meru@farmershub.co.ke,"CropStores (Njoroge), located in Meru County, specializes in seed distribution. Contact: +25413852579, Email: cropstores_meru@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Meru\CropStores_(Njoroge)_1912.jpg,11,9,25413852579,-0.7067143443064381
GreenShop (Chebet),Kakamega,beekeeping tools,254118135652,greenshopc_kakamega@agrovet.co.ke,"GreenShop (Chebet), located in Kakamega County, specializes in beekeeping tools. Contact: +254118135652, Email: greenshopc_kakamega@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kakamega\GreenShop_(Chebet)_9586.jpg,6,1,254118135652,1.4156234362696427
ProShop (Kiptoo),Kitale,livestock feeds,254115994576,proshopkip_kitale@yahoo.com,"ProShop (Kiptoo), located in Kitale County, specializes in livestock feeds. Contact: +254115994576, Email: proshopkip_kitale@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\ProShop_(Kiptoo)_7246.jpg,8,7,254115994576,1.4156035674397947
VetCenter (Koech),Uasin Gishu,veterinary medicine,25477284739,vetcenterk_uasingishu@gmail.com,"VetCenter (Koech), located in Uasin Gishu County, specializes in veterinary medicine. Contact: +25477284739, Email: vetcenterk_uasingishu@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\VetCenter_(Koech)_4998.jpg,19,11,25477284739,-0.7061257043917734
BioDepot (Cheruiyot),Busia,dairy equipment,254111439034,biodepotch_busia@gmail.com,"BioDepot (Cheruiyot), located in Busia County, specializes in dairy equipment. Contact: +254111439034, Email: biodepotch_busia@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Busia\BioDepot_(Cheruiyot)_2250.jpg,0,3,254111439034,1.4155612927662833
BioStores (Kimani),Kajiado,vaccines,25414622282,biostoresk_kajiado@agrovet.co.ke,"BioStores (Kimani), located in Kajiado County, specializes in vaccines. Contact: +25414622282, Email: biostoresk_kajiado@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kajiado\BioStores_(Kimani)_5206.jpg,5,10,25414622282,-0.7067072015903736
EcoAgency (Kiptoo),Siaya,farm machinery,254114931353,ecoagencyk_siaya@yahoo.com,"EcoAgency (Kiptoo), located in Siaya County, specializes in farm machinery. Contact: +254114931353, Email: ecoagencyk_siaya@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Siaya\EcoAgency_(Kiptoo)_686.jpg,18,4,254114931353,1.4155937009068564
EcoWorld (Otieno),Kisumu,seed distribution,25413624717,ecoworldot_kisumu@agrovet.co.ke,"EcoWorld (Otieno), located in Kisumu County, specializes in seed distribution. Contact: +25413624717, Email: ecoworldot_kisumu@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\EcoWorld_(Otieno)_1356.jpg,7,9,25413624717,-0.7067164588279715
RuralStores (Chebet),Eldoret,seed distribution,254110576605,ruralstore_eldoret@farmershub.co.ke,"RuralStores (Chebet), located in Eldoret County, specializes in seed distribution. Contact: +254110576605, Email: ruralstore_eldoret@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\RuralStores_(Chebet)_6145.jpg,1,9,254110576605,1.4155532895683318
GreenDepot (Kamau),Garissa,farm machinery,25414721089,greendepot_garissa@gmail.com,"GreenDepot (Kamau), located in Garissa County, specializes in farm machinery. Contact: +25414721089, Email: greendepot_garissa@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\GreenDepot_(Kamau)_9567.jpg,2,4,25414721089,-0.7067062846778162
CropHub (Kilonzo),Kitui,dairy equipment,25419373301,crophubkil_kitui@gmail.com,"CropHub (Kilonzo), located in Kitui County, specializes in dairy equipment. Contact: +25419373301, Email: crophubkil_kitui@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitui\CropHub_(Kilonzo)_2105.jpg,9,3,25419373301,-0.7066631129227524
PrimeServices (Koech),Meru,crop protection chemicals,254118073603,primeservi_meru@gmail.com,"PrimeServices (Koech), located in Meru County, specializes in crop protection chemicals. Contact: +254118073603, Email: primeservi_meru@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Meru\PrimeServices_(Koech)_1878.jpg,11,2,254118073603,1.4156228604652232
AgriSolutions (Kilonzo),Kakamega,fish farming supplies,254116697755,agrisoluti_kakamega@farmershub.co.ke,"AgriSolutions (Kilonzo), located in Kakamega County, specializes in fish farming supplies. Contact: +254116697755, Email: agrisoluti_kakamega@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kakamega\AgriSolutions_(Kilonzo)_8425.jpg,6,6,254116697755,1.4156100928241826
ProFarmers Ltd (Kilonzo),Siaya,vaccines,25412323966,profarmers_siaya@yahoo.com,"ProFarmers Ltd (Kilonzo), located in Siaya County, specializes in vaccines. Contact: +25412323966, Email: profarmers_siaya@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Siaya\ProFarmers_Ltd_(Kilonzo)_2607.jpg,18,10,25412323966,-0.7067285295813187
HarvestWorld (Moraa),Migori,poultry inputs,254118656714,harvestwor_migori@farmershub.co.ke,"HarvestWorld (Moraa), located in Migori County, specializes in poultry inputs. Contact: +254118656714, Email: harvestwor_migori@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Migori\HarvestWorld_(Moraa)_7105.jpg,12,8,254118656714,1.4156282716385031
DairyAgrovet (Barasa),Isiolo,animal health care,25410228887,dairyagrov_isiolo@farmershub.co.ke,"DairyAgrovet (Barasa), located in Isiolo County, specializes in animal health care. Contact: +25410228887, Email: dairyagrov_isiolo@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Isiolo\DairyAgrovet_(Barasa)_6659.jpg,4,0,25410228887,-0.7067479715666425
EcoCenter (Mutiso),Garissa,veterinary medicine,254111477795,ecocenterm_garissa@gmail.com,"EcoCenter (Mutiso), located in Garissa County, specializes in veterinary medicine. Contact: +254111477795, Email: ecocenterm_garissa@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\EcoCenter_(Mutiso)_7005.jpg,2,11,254111477795,1.4155616524619286
PrimeSolutions (Wanjiku),Meru,fertilizers,25419285549,primesolut_meru@farmershub.co.ke,"PrimeSolutions (Wanjiku), located in Meru County, specializes in fertilizers. Contact: +25419285549, Email: primesolut_meru@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Meru\PrimeSolutions_(Wanjiku)_1015.jpg,11,5,25419285549,-0.7066639272467451
FarmStores (Omondi),Uasin Gishu,animal health care,25470969893,farmstores_uasingishu@yahoo.com,"FarmStores (Omondi), located in Uasin Gishu County, specializes in animal health care. Contact: +25470969893, Email: farmstores_uasingishu@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\FarmStores_(Omondi)_4334.jpg,19,0,25470969893,-0.7061843051143494
ProAgency (Moraa),Kisumu,crop protection chemicals,25476297650,proagencym_kisumu@agrovet.co.ke,"ProAgency (Moraa), located in Kisumu County, specializes in crop protection chemicals. Contact: +25476297650, Email: proagencym_kisumu@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kisumu\ProAgency_(Moraa)_4063.jpg,7,2,25476297650,-0.7061348644138304
PrimeMart (Otieno),Naivasha,fish farming supplies,25475183811,primemarto_naivasha@yahoo.com,"PrimeMart (Otieno), located in Naivasha County, specializes in fish farming supplies. Contact: +25475183811, Email: primemarto_naivasha@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\PrimeMart_(Otieno)_988.jpg,15,6,25475183811,-0.7061452006548462
HarvestAgency (Cheruiyot),Kakamega,beekeeping tools,25478390740,harvestage_kakamega@yahoo.com,"HarvestAgency (Cheruiyot), located in Kakamega County, specializes in beekeeping tools. Contact: +25478390740, Email: harvestage_kakamega@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kakamega\HarvestAgency_(Cheruiyot)_7764.jpg,6,1,25478390740,-0.7061154408860965
AnimalSolutions (Mutiso),Siaya,farm machinery,25413562044,animalsolu_siaya@farmershub.co.ke,"AnimalSolutions (Mutiso), located in Siaya County, specializes in farm machinery. Contact: +25413562044, Email: animalsolu_siaya@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Siaya\AnimalSolutions_(Mutiso)_5157.jpg,18,4,25413562044,-0.7067170404230074
BioServices (Chebet),Eldoret,crop protection chemicals,25419756661,bioservice_eldoret@farmershub.co.ke,"BioServices (Chebet), located in Eldoret County, specializes in crop protection chemicals. Contact: +25419756661, Email: bioservice_eldoret@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\BioServices_(Chebet)_2980.jpg,1,2,25419756661,-0.7066595554055927
AnimalFarmers Ltd (Cheruiyot),Meru,vaccines,25470867935,animalfarm_meru@yahoo.com,"AnimalFarmers Ltd (Cheruiyot), located in Meru County, specializes in vaccines. Contact: +25470867935, Email: animalfarm_meru@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Meru\AnimalFarmers_Ltd_(Cheruiyot)_9499.jpg,11,10,25470867935,-0.7061852512676637
AgroDepot (Njoroge),Eldoret,animal health care,254110612925,agrodepotn_eldoret@farmershub.co.ke,"AgroDepot (Njoroge), located in Eldoret County, specializes in animal health care. Contact: +254110612925, Email: agrodepotn_eldoret@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\AgroDepot_(Njoroge)_7288.jpg,1,0,254110612925,1.4155536266119024
GreenCenter (Barasa),Migori,veterinary medicine,25473590222,greencente_migori@agrovet.co.ke,"GreenCenter (Barasa), located in Migori County, specializes in veterinary medicine. Contact: +25473590222, Email: greencente_migori@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Migori\GreenCenter_(Barasa)_3108.jpg,12,11,25473590222,-0.7061599888962204
BioEnterprises (Otieno),Kitui,livestock feeds,254113725241,bioenterpr_kitui@agrovet.co.ke,"BioEnterprises (Otieno), located in Kitui County, specializes in livestock feeds. Contact: +254113725241, Email: bioenterpr_kitui@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitui\BioEnterprises_(Otieno)_9344.jpg,9,7,254113725241,1.4155825083877185
DairyEnterprises (Wanjiku),Nairobi,fertilizers,254110504504,dairyenter_nairobi@gmail.com,"DairyEnterprises (Wanjiku), located in Nairobi County, specializes in fertilizers. Contact: +254110504504, Email: dairyenter_nairobi@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nairobi\DairyEnterprises_(Wanjiku)_6629.jpg,14,5,254110504504,1.415552620483021
VetAgrovet (Omondi),Nakuru,veterinary medicine,25417366477,vetagrovet_nakuru@yahoo.com,"VetAgrovet (Omondi), located in Nakuru County, specializes in veterinary medicine. Contact: +25417366477, Email: vetagrovet_nakuru@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\VetAgrovet_(Omondi)_1913.jpg,16,11,25417366477,-0.7066817359163271
AgroStores (Otieno),Mombasa,livestock feeds,25473811817,agrostores_mombasa@yahoo.com,"AgroStores (Otieno), located in Mombasa County, specializes in livestock feeds. Contact: +25473811817, Email: agrostores_mombasa@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\AgroStores_(Otieno)_4395.jpg,13,7,25473811817,-0.7061579325314066
CropStores (Moraa),Machakos,crop protection chemicals,25415484558,cropstores_machakos@gmail.com,"CropStores (Moraa), located in Machakos County, specializes in crop protection chemicals. Contact: +25415484558, Email: cropstores_machakos@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\CropStores_(Moraa)_2020.jpg,10,2,25415484558,-0.7066991998122368
GreenAgency (Kiptoo),Garissa,fertilizers,25417710722,greenagenc_garissa@gmail.com,"GreenAgency (Kiptoo), located in Garissa County, specializes in fertilizers. Contact: +25417710722, Email: greenagenc_garissa@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\GreenAgency_(Kiptoo)_9888.jpg,2,5,25417710722,-0.706678541379874
LivestockEnterprises (Njoroge),Eldoret,poultry inputs,25478487557,livestocke_eldoret@gmail.com,"LivestockEnterprises (Njoroge), located in Eldoret County, specializes in poultry inputs. Contact: +25478487557, Email: livestocke_eldoret@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\LivestockEnterprises_(Njoroge)_9266.jpg,1,8,25478487557,-0.7061145424404087
VetMart (Kamau),Nakuru,poultry inputs,25416555801,vetmartkam_nakuru@gmail.com,"VetMart (Kamau), located in Nakuru County, specializes in poultry inputs. Contact: +25416555801, Email: vetmartkam_nakuru@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nakuru\VetMart_(Kamau)_8995.jpg,16,8,25416555801,-0.7066892588550299
AgroWorld (Mwangi),Nyeri,poultry inputs,254119900136,agroworldm_nyeri@farmershub.co.ke,"AgroWorld (Mwangi), located in Nyeri County, specializes in poultry inputs. Contact: +254119900136, Email: agroworldm_nyeri@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\AgroWorld_(Mwangi)_4836.jpg,17,8,254119900136,1.4156398103882473
GreenSuppliers (Maina),Machakos,vaccines,25470269874,greensuppl_machakos@gmail.com,"GreenSuppliers (Maina), located in Machakos County, specializes in vaccines. Contact: +25470269874, Email: greensuppl_machakos@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\GreenSuppliers_(Maina)_7967.jpg,10,10,25470269874,-0.7061908011744619
GreenAgency (Otieno),Busia,crop protection chemicals,254119116159,greenagenc_busia@agrovet.co.ke,"GreenAgency (Otieno), located in Busia County, specializes in crop protection chemicals. Contact: +254119116159, Email: greenagenc_busia@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Busia\GreenAgency_(Otieno)_7672.jpg,0,2,254119116159,1.4156325352118324
FarmFarmers Ltd (Njoroge),Garissa,farm machinery,254112010521,farmfarmer_garissa@outlook.com,"FarmFarmers Ltd (Njoroge), located in Garissa County, specializes in farm machinery. Contact: +254112010521, Email: farmfarmer_garissa@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\FarmFarmers_Ltd_(Njoroge)_5485.jpg,2,4,254112010521,1.4155665960707728
HarvestAgency (Omondi),Uasin Gishu,fish farming supplies,25479860045,harvestage_uasingishu@yahoo.com,"HarvestAgency (Omondi), located in Uasin Gishu County, specializes in fish farming supplies. Contact: +25479860045, Email: harvestage_uasingishu@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\HarvestAgency_(Omondi)_8432.jpg,19,6,25479860045,-0.7061018059796103
GreenEnterprises (Achieng),Isiolo,crop protection chemicals,25411299526,greenenter_isiolo@outlook.com,"GreenEnterprises (Achieng), located in Isiolo County, specializes in crop protection chemicals. Contact: +25411299526, Email: greenenter_isiolo@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Isiolo\GreenEnterprises_(Achieng)_942.jpg,4,2,25411299526,-0.7067380362144553
AgroEnterprises (Kimani),Nyeri,fertilizers,254111600540,agroenterp_nyeri@gmail.com,"AgroEnterprises (Kimani), located in Nyeri County, specializes in fertilizers. Contact: +254111600540, Email: agroenterp_nyeri@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\AgroEnterprises_(Kimani)_2114.jpg,17,5,254111600540,1.4155627915151523
BioAgency (Otieno),Garissa,dairy equipment,25477203731,bioagencyo_garissa@agrovet.co.ke,"BioAgency (Otieno), located in Garissa County, specializes in dairy equipment. Contact: +25477203731, Email: bioagencyo_garissa@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\BioAgency_(Otieno)_6681.jpg,2,3,25477203731,-0.7061264561325655
GreenAgency (Njoroge),Siaya,beekeeping tools,25474622088,greenagenc_siaya@agrovet.co.ke,"GreenAgency (Njoroge), located in Siaya County, specializes in beekeeping tools. Contact: +25474622088, Email: greenagenc_siaya@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Siaya\GreenAgency_(Njoroge)_9149.jpg,18,1,25474622088,-0.7061504133510367
RuralFarmers Ltd (Kiptoo),Garissa,veterinary medicine,254111874359,ruralfarme_garissa@farmershub.co.ke,"RuralFarmers Ltd (Kiptoo), located in Garissa County, specializes in veterinary medicine. Contact: +254111874359, Email: ruralfarme_garissa@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\RuralFarmers_Ltd_(Kiptoo)_8947.jpg,2,11,254111874359,1.4155653325100166
CropHub (Okello),Kajiado,fish farming supplies,254114242119,crophuboke_kajiado@farmershub.co.ke,"CropHub (Okello), located in Kajiado County, specializes in fish farming supplies. Contact: +254114242119, Email: crophuboke_kajiado@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kajiado\CropHub_(Okello)_6814.jpg,5,6,254114242119,1.4155873049297536
AnimalHub (Njoroge),Uasin Gishu,farm machinery,25475044431,animalhubn_uasingishu@yahoo.com,"AnimalHub (Njoroge), located in Uasin Gishu County, specializes in farm machinery. Contact: +25475044431, Email: animalhubn_uasingishu@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\AnimalHub_(Njoroge)_5918.jpg,19,4,25475044431,-0.7061464940781083
PrimeEnterprises (Wanjiku),Isiolo,poultry inputs,25417838921,primeenter_isiolo@gmail.com,"PrimeEnterprises (Wanjiku), located in Isiolo County, specializes in poultry inputs. Contact: +25417838921, Email: primeenter_isiolo@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Isiolo\PrimeEnterprises_(Wanjiku)_3384.jpg,4,8,25417838921,-0.7066773517144358
VetWorld (Koech),Uasin Gishu,dairy equipment,25412088787,vetworldko_uasingishu@farmershub.co.ke,"VetWorld (Koech), located in Uasin Gishu County, specializes in dairy equipment. Contact: +25412088787, Email: vetworldko_uasingishu@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\VetWorld_(Koech)_9014.jpg,19,3,25412088787,-0.7067307120033975
AgroDistributors (Omondi),Eldoret,poultry inputs,25414345575,agrodistri_eldoret@agrovet.co.ke,"AgroDistributors (Omondi), located in Eldoret County, specializes in poultry inputs. Contact: +25414345575, Email: agrodistri_eldoret@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\AgroDistributors_(Omondi)_1456.jpg,1,8,25414345575,-0.7067097693853985
HarvestFarmers Ltd (Moraa),Machakos,dairy equipment,254112923640,harvestfar_machakos@agrovet.co.ke,"HarvestFarmers Ltd (Moraa), located in Machakos County, specializes in dairy equipment. Contact: +254112923640, Email: harvestfar_machakos@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\HarvestFarmers_Ltd_(Moraa)_8245.jpg,10,3,254112923640,1.4155750696635092
AgroStores (Cheruiyot),Uasin Gishu,vaccines,25410277834,agrostores_uasingishu@outlook.com,"AgroStores (Cheruiyot), located in Uasin Gishu County, specializes in vaccines. Contact: +25410277834, Email: agrostores_uasingishu@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\AgroStores_(Cheruiyot)_4104.jpg,19,10,25410277834,-0.706747517346608
AgriServices (Barasa),Homa Bay,crop protection chemicals,25471327608,agriservic_homabay@gmail.com,"AgriServices (Barasa), located in Homa Bay County, specializes in crop protection chemicals. Contact: +25471327608, Email: agriservic_homabay@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\AgriServices_(Barasa)_9417.jpg,3,2,25471327608,-0.7061809855785324
PrimeServices (Kamau),Busia,farm machinery,254110203415,primeservi_busia@yahoo.com,"PrimeServices (Kamau), located in Busia County, specializes in farm machinery. Contact: +254110203415, Email: primeservi_busia@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Busia\PrimeServices_(Kamau)_3452.jpg,0,4,254110203415,1.4155498264270836
AgriShop (Omondi),Homa Bay,farm machinery,254114691046,agrishopom_homabay@gmail.com,"AgriShop (Omondi), located in Homa Bay County, specializes in farm machinery. Contact: +254114691046, Email: agrishopom_homabay@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\AgriShop_(Omondi)_4401.jpg,3,4,254114691046,1.4155914708977888
EcoDistributors (Okello),Isiolo,poultry inputs,254114925905,ecodistrib_isiolo@gmail.com,"EcoDistributors (Okello), located in Isiolo County, specializes in poultry inputs. Contact: +254114925905, Email: ecodistrib_isiolo@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Isiolo\EcoDistributors_(Okello)_8968.jpg,4,8,254114925905,1.4155936503503208
AgriCenter (Chebet),Migori,veterinary medicine,25471469889,agricenter_migori@outlook.com,"AgriCenter (Chebet), located in Migori County, specializes in veterinary medicine. Contact: +25471469889, Email: agricenter_migori@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Migori\AgriCenter_(Chebet)_6765.jpg,12,11,25471469889,-0.7061796652344718
ProAgency (Kilonzo),Busia,beekeeping tools,25417010983,proagencyk_busia@yahoo.com,"ProAgency (Kilonzo), located in Busia County, specializes in beekeeping tools. Contact: +25417010983, Email: proagencyk_busia@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Busia\ProAgency_(Kilonzo)_3620.jpg,0,1,25417010983,-0.7066850348416329
FarmHub (Koech),Uasin Gishu,dairy equipment,254114164039,farmhubkoe_uasingishu@yahoo.com,"FarmHub (Koech), located in Uasin Gishu County, specializes in dairy equipment. Contact: +254114164039, Email: farmhubkoe_uasingishu@yahoo.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Uasin Gishu\FarmHub_(Koech)_5713.jpg,19,3,254114164039,1.4155865803603154
LivestockShop (Kamau),Garissa,dairy equipment,254110850240,livestocks_garissa@farmershub.co.ke,"LivestockShop (Kamau), located in Garissa County, specializes in dairy equipment. Contact: +254110850240, Email: livestocks_garissa@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Garissa\LivestockShop_(Kamau)_1549.jpg,2,3,254110850240,1.4155558288557066
VetServices (Njoroge),Naivasha,poultry inputs,25479482610,vetservice_naivasha@farmershub.co.ke,"VetServices (Njoroge), located in Naivasha County, specializes in poultry inputs. Contact: +25479482610, Email: vetservice_naivasha@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\VetServices_(Njoroge)_9672.jpg,15,8,25479482610,-0.7061053085137536
GreenSuppliers (Cheruiyot),Naivasha,livestock feeds,25419972200,greensuppl_naivasha@farmershub.co.ke,"GreenSuppliers (Cheruiyot), located in Naivasha County, specializes in livestock feeds. Contact: +25419972200, Email: greensuppl_naivasha@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Naivasha\GreenSuppliers_(Cheruiyot)_498.jpg,15,7,25419972200,-0.7066575552394534
CropAgrovet (Otieno),Eldoret,farm machinery,254115554477,cropagrove_eldoret@agrovet.co.ke,"CropAgrovet (Otieno), located in Eldoret County, specializes in farm machinery. Contact: +254115554477, Email: cropagrove_eldoret@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Eldoret\CropAgrovet_(Otieno)_9087.jpg,1,4,254115554477,1.4155994833941339
FarmMart (Njeri),Kitale,animal health care,254119733669,farmmartnj_kitale@agrovet.co.ke,"FarmMart (Njeri), located in Kitale County, specializes in animal health care. Contact: +254119733669, Email: farmmartnj_kitale@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Kitale\FarmMart_(Njeri)_9893.jpg,8,0,254119733669,1.415638265602122
VetDistributors (Cheruiyot),Busia,farm machinery,25419451773,vetdistrib_busia@gmail.com,"VetDistributors (Cheruiyot), located in Busia County, specializes in farm machinery. Contact: +25419451773, Email: vetdistrib_busia@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Busia\VetDistributors_(Cheruiyot)_8509.jpg,0,4,25419451773,-0.7066623847156193
VetEnterprises (Kamau),Nyeri,beekeeping tools,25415556722,vetenterpr_nyeri@gmail.com,"VetEnterprises (Kamau), located in Nyeri County, specializes in beekeeping tools. Contact: +25415556722, Email: vetenterpr_nyeri@gmail.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nyeri\VetEnterprises_(Kamau)_4534.jpg,17,1,25415556722,-0.7066985301422964
AgroFarmers Ltd (Njoroge),Nairobi,dairy equipment,25414788770,agrofarmer_nairobi@agrovet.co.ke,"AgroFarmers Ltd (Njoroge), located in Nairobi County, specializes in dairy equipment. Contact: +25414788770, Email: agrofarmer_nairobi@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Nairobi\AgroFarmers_Ltd_(Njoroge)_8097.jpg,14,3,25414788770,-0.7067056566093717
RuralSuppliers (Kiptoo),Mombasa,fish farming supplies,25413908029,ruralsuppl_mombasa@farmershub.co.ke,"RuralSuppliers (Kiptoo), located in Mombasa County, specializes in fish farming supplies. Contact: +25413908029, Email: ruralsuppl_mombasa@farmershub.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Mombasa\RuralSuppliers_(Kiptoo)_5598.jpg,13,6,25413908029,-0.7067138297396431
BioStores (Moraa),Machakos,vaccines,25476529029,biostoresm_machakos@outlook.com,"BioStores (Moraa), located in Machakos County, specializes in vaccines. Contact: +25476529029, Email: biostoresm_machakos@outlook.com. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Machakos\BioStores_(Moraa)_4262.jpg,10,10,25476529029,-0.7061327172551207
PrimeAgrovet (Achieng),Homa Bay,veterinary medicine,254115107408,primeagrov_homabay@agrovet.co.ke,"PrimeAgrovet (Achieng), located in Homa Bay County, specializes in veterinary medicine. Contact: +254115107408, Email: primeagrov_homabay@agrovet.co.ke. Providing reliable agricultural inputs and support to local farmers.",data\images\registered_agrovets_kenya\Homa Bay\PrimeAgrovet_(Achieng)_7985.jpg,3,11,254115107408,1.4155953346680301
